Date,Close,Volume
2024-01-02,366.7073669433594,25258600
2024-01-03,366.4404296875,23083500
2024-01-04,363.81024169921875,20901500
2024-01-05,363.6224670410156,20987000
2024-01-08,370.4845275878906,23134000
2024-01-09,371.5721740722656,20830000
2024-01-10,378.47381591796875,25514200
2024-01-11,380.3129577636719,27850800
2024-01-12,384.10986328125,21645700
2024-01-16,385.8896179199219,27202300
2024-01-17,385.0986633300781,22234100
2024-01-18,389.4492492675781,23392100
2024-01-19,394.19537353515625,29272000
2024-01-22,392.0596008300781,27016900
2024-01-23,394.42279052734375,20525900
2024-01-24,398.04168701171875,24867000
2024-01-25,400.3257751464844,21021200
2024-01-26,399.3963317871094,17803300
2024-01-29,405.1213684082031,24510200
2024-01-30,404.0040283203125,33477600
2024-01-31,393.1175842285156,47871100
2024-02-01,399.24798583984375,30657700
2024-02-02,406.6044921875,28245000
2024-02-05,401.0970153808594,25352300
2024-02-06,400.9388427734375,18382600
2024-02-07,409.40277099609375,22340500
2024-02-08,409.4620666503906,21225300
2024-02-09,415.8298034667969,22032800
2024-02-12,410.59918212890625,21202900
2024-02-13,401.759521484375,27824900
2024-02-14,405.6426696777344,20401200
2024-02-15,402.7402038574219,21825500
2024-02-16,400.263671875,22281100
2024-02-20,399.0056457519531,24307900
2024-02-21,398.4013671875,18631100
2024-02-22,407.7823791503906,27009900
2024-02-23,406.48468017578125,16295900
2024-02-26,403.7110290527344,16193500
2024-02-27,403.6515808105469,14835800
2024-02-28,403.8892822265625,13183100
2024-02-29,409.7536926269531,31947300
2024-03-01,411.5962219238281,17800300
2024-03-04,411.0216979980469,17596000
2024-03-05,398.8669128417969,26919200
2024-03-06,398.3122253417969,22344100
2024-03-07,405.2960205078125,18718500
2024-03-08,402.4034118652344,17971700
2024-03-11,400.7193908691406,16120800
2024-03-12,411.3782653808594,22457000
2024-03-13,411.199951171875,17115900
2024-03-14,421.224853515625,34157300
2024-03-15,412.507568359375,45049800
2024-03-18,413.3990783691406,20106000
2024-03-19,417.45068359375,19837900
2024-03-20,421.2348327636719,17860100
2024-03-21,425.3359069824219,21296200
2024-03-22,424.71185302734375,17636500
2024-03-25,418.8870544433594,18060500
2024-03-26,417.6883850097656,16725600
2024-03-27,417.470458984375,16705000
2024-03-28,416.76715087890625,21871200
