Date,Price,Volume,Sentiment,Trend
2024-01-02,134.47999572753906,3485200,0.07055714285714286,71
2024-01-03,133.4199981689453,4266600,0.407575,72
2024-01-04,133.72000122070312,4056900,0.04933333333333333,80
2024-01-05,135.97999572753906,4004600,0.07108,67
2024-01-08,140.0800018310547,4179700,0.03014,73
2024-01-09,139.52999877929688,3560900,0.30147999999999997,80
2024-01-10,139.75999450683594,2492700,0.06743333333333333,64
2024-01-11,139.4499969482422,2383500,0.10597894736842106,70
2024-01-12,137.13999938964844,2480600,-0.05488,83
2024-01-16,135.02000427246094,5514800,0.10212000000000002,69
2024-01-17,134.97999572753906,3039700,0.12765,57
2024-01-18,137.0399932861328,5273000,-0.04046,63
2024-01-19,139.92999267578125,4085300,0.08984999999999999,78
2024-01-22,142.00999450683594,4482900,0.0851695652173913,82
2024-01-23,142.3000030517578,3882100,0.2202,73
2024-01-24,141.19000244140625,4857200,0.03510000000000002,60
2024-01-25,142.11000061035156,3677500,0.08038,84
2024-01-26,149.6199951171875,11342600,0.04703636363636363,100
2024-01-29,152.6999969482422,5316300,0.05432,78
2024-01-30,149.44000244140625,3884000,0.004237500000000005,100
2024-01-31,144.13999938964844,4126600,0.12840000000000001,80
2024-02-01,146.49000549316406,3416700,-0.0646,31
2024-02-02,146.5500030517578,4251800,-0.3825,34
2024-02-05,144.77999877929688,3010900,-0.053799999999999994,28
2024-02-06,144.52999877929688,3697600,0.0,29
2024-02-07,147.5500030517578,4214100,0.19253333333333333,34
2024-02-08,150.5399932861328,3508300,0.03276249999999999,40
2024-02-09,147.59500122070312,5006800,0.08243684210526317,40
2024-02-12,153.8000030517578,7909500,0.0530875,51
2024-02-13,150.82000732421875,11801700,0.13914324324324323,100
2024-02-14,148.1999969482422,16021800,0.04654179104477612,99
2024-02-15,157.69000244140625,11923000,0.021757142857142857,51
2024-02-16,152.50999450683594,6518300,0.18276666666666666,42
2024-02-20,148.14999389648438,5229700,0.07311999999999999,37
2024-02-21,149.24000549316406,4570800,0.0006374999999999992,36
2024-02-22,155.25999450683594,6115000,0.072,41
2024-02-23,152.66000366210938,4851100,0.1907,35
2024-02-26,149.27000427246094,5277900,0.13316666666666668,30
2024-02-27,152.05999755859375,4623700,0.07607,36
2024-02-28,153.42999267578125,4329100,0.032619999999999996,29
2024-02-29,157.47000122070312,8002300,0.30355,33
2024-03-01,159.72000122070312,5365300,0.2974666666666667,98
2024-03-04,158.08999633789062,4403200,0.08911250000000001,91
2024-03-05,159.3300018310547,4714300,0.02391666666666666,93
2024-03-06,163.8699951171875,5167900,0.14748333333333333,97
2024-03-07,163.5399932861328,3810300,0.2627333333333333,86
2024-03-08,164.91000366210938,4103600,0.14728,91
2024-03-11,162.99000549316406,3149600,0.30512222222222224,90
2024-03-12,166.6699981689453,3945900,0.10292222222222223,82
2024-03-13,164.75999450683594,7502800,-0.025150000000000006,82
2024-03-14,166.44000244140625,5078100,0.0,100
2024-03-15,160.63999938964844,7152400,0.068,94
2024-03-18,161.86000061035156,4296900,0.10135,86
2024-03-19,161.7899932861328,3420700,0.32564000000000004,81
2024-03-20,164.7100067138672,4766300,0.14985,67
2024-03-21,168.17999267578125,5986500,0.0014599999999999947,84
2024-03-22,167.86000061035156,2834300,0.10606666666666666,75
2024-03-25,167.99000549316406,3216100,0.0,79
2024-03-26,167.38999938964844,2747700,-0.07955,76
2024-03-27,166.41000366210938,3921900,0.25784999999999997,76
2024-03-28,164.9600067138672,3416000,0.04916666666666667,64
