Date,Price,Volume,Sentiment,Trend
2024-01-02,138.90208435058594,20071900,0.2258258064516129,47
2024-01-03,139.69833374023438,18974300,0.16645000000000001,48
2024-01-04,137.38925170898438,18253300,0.12050833333333333,48
2024-01-05,136.74232482910156,15433200,0.23448974358974356,45
2024-01-08,139.86752319335938,17645300,0.29208076923076925,50
2024-01-09,141.887939453125,19579700,0.06064727272727273,53
2024-01-10,143.1221160888672,16641900,0.06102777777777778,54
2024-01-11,142.9927215576172,17471100,0.11200000000000002,57
2024-01-12,143.56002807617188,13995200,0.06580701754385965,51
2024-01-16,143.40078735351562,19198900,0.04265000000000001,48
2024-01-17,142.21640014648438,17884500,0.08040714285714286,52
2024-01-18,144.30650329589844,18876800,-0.0038514285714285716,53
2024-01-19,147.27243041992188,27170900,0.15107872340425532,52
2024-01-22,147.01370239257812,21829200,0.09704473684210527,58
2024-01-23,147.97909545898438,14113600,0.12246304347826087,53
2024-01-24,149.6412353515625,19245000,0.09736304347826087,56
2024-01-25,152.9157257080078,21495100,0.23836153846153843,60
2024-01-26,153.0650177001953,19494500,0.11673898305084746,56
2024-01-29,154.11007690429688,20909300,0.0583280701754386,65
2024-01-30,152.32852172851562,26578900,0.11720609756097562,94
2024-01-31,141.1315460205078,43908600,0.07184946236559141,100
2024-02-01,142.03726196289062,25526900,0.1177698113207547,100
2024-02-02,142.86331176757812,42116900,0.15017333333333335,91
2024-02-05,144.2467803955078,29254400,0.2461458333333333,86
2024-02-06,144.72450256347656,21517700,0.12253170731707316,80
2024-02-07,145.98851013183594,21436100,0.08182352941176471,78
2024-02-08,146.52598571777344,18241300,0.1162090909090909,81
2024-02-09,149.5118408203125,21877700,0.22539148936170214,79
2024-02-12,148.02886962890625,17236100,0.14854761904761904,79
2024-02-13,145.67999267578125,18138500,0.18249268292682927,84
2024-02-14,146.4463653564453,16651800,0.09334516129032258,76
2024-02-15,143.26145935058594,26724300,0.1133326923076923,79
2024-02-16,141.0917205810547,21849700,0.1601808510638298,73
2024-02-20,141.52963256835938,18625600,0.09131538461538462,72
2024-02-21,143.1619110107422,16499600,0.19175434782608697,75
2024-02-22,144.63494873046875,23024700,0.06424999999999999,81
2024-02-23,144.60507202148438,14519400,0.07683541666666667,74
2024-02-26,138.0959014892578,33513000,0.054679661016949155,87
2024-02-27,139.43955993652344,22364000,0.147875,86
2024-02-28,136.78211975097656,30628700,0.05244444444444444,87
2024-02-29,139.1210479736328,35485000,0.115574,86
2024-03-01,137.4290771484375,28522000,0.1487391304347826,71
2024-03-04,133.56735229492188,43571500,0.16933220338983052,86
2024-03-05,133.1493377685547,28447600,0.1579258620689655,80
2024-03-06,131.93508911132812,23175200,0.05351914893617021,77
2024-03-07,134.60247802734375,24107300,0.041948,78
2024-03-08,135.64749145507812,26472400,0.16108709677419353,79
2024-03-11,138.28501892089844,22536400,0.16474782608695654,76
2024-03-12,138.96180725097656,19019700,0.06904375,74
2024-03-13,140.1063995361328,19637000,0.025053225806451612,76
2024-03-14,143.65956115722656,36117900,0.117275,74
2024-03-15,141.49978637695312,41025900,0.03323571428571429,73
2024-03-18,147.78004455566406,47676700,0.1156054794520548,100
2024-03-19,147.22268676757812,17748400,0.1528901408450704,86
2024-03-20,148.97438049316406,17730000,0.11462622950819673,78
2024-03-21,148.038818359375,19843900,0.11027826086956521,75
2024-03-22,151.05455017089844,19226300,0.18807400000000002,71
2024-03-25,150.43746948242188,15114700,0.05064150943396227,77
2024-03-26,150.98487854003906,19312700,0.18004444444444445,71
2024-03-27,151.22373962402344,16622000,0.11615862068965517,71
2024-03-28,151.54222106933594,21105600,0.22787500000000002,71
